index,Country,Province,Lat,Long,Death2022101,Death2021101,Death2023101,Death2021601,Death2022601,Death2023601,Death20211201,Death20221201,Death20231201
1318,US,Illinois,46.67459924,-115.6622393,28,341,60,64,134,60,67,136,60
1319,US,Illinois,44.24186819,-114.2855494,6,97,29,367,96,29,387,101,29
1320,US,Illinois,43.3507101,-115.4701578,53,8,146,101,10,146,105,10,146
1321,US,Illinois,42.18332217,-111.8149666,27,37,101,10,40,101,12,40,101
1322,US,Illinois,44.22800938,-111.4809943,19,26,70,38,105,70,39,110,70
1323,US,Illinois,44.06482372,-116.398376,72,35,180,26,25,180,28,25,180
1324,US,Illinois,42.96927962,-114.8108306,45,204,138,36,37,138,38,39,138
1325,US,Illinois,45.84721541,-115.4634436,42,97,20,209,17,20,217,18,20
1326,US,Illinois,43.82078483,-112.3131749,53,6,48,112,15,48,120,15,48
1327,US,Illinois,42.68891267,-114.2655033,57,24,149,6,97,149,6,99,149
1328,US,Illinois,47.67282258,-116.7020872,490,59,32,25,92,32,27,92,32
1329,US,Illinois,46.81587887,-116.7113698,41,22,51,61,102,51,63,103,51
1330,US,Illinois,44.9438088,-113.9309747,23,65,20,23,23,20,33,24,20
1331,US,Illinois,46.23315327,-116.434146,23,19,19,66,152,19,70,153,19
1332,US,Illinois,43.0012336,-114.1358773,14,59,128,18,57,129,20,58,129
1333,US,Illinois,43.78141028,-111.6538474,42,0,130,59,32,130,59,32,130
1334,US,Illinois,42.85518524,-113.6357257,53,193,138,0,34,138,0,35,138
1335,US,Illinois,46.32638236,-116.7500975,113,44,32,202,956,32,214,973,32
1336,US,Illinois,42.1949428,-112.5407838,10,7,181,50,299,181,52,306,181
1337,US,Illinois,42.58016894,-116.1693871,42,38,78,8,127,78,10,130,78
1338,US,Illinois,44.00545243,-116.7647695,74,1,45,39,186,45,40,186,45
1339,US,Illinois,42.69254894,-112.8395742,17,3,42,1,331,42,2,333,42
1340,US,Illinois,47.35364087,-115.8916749,67,0,1194,3,1159,1196,3,1181,1196
1341,US,Illinois,43.75303583,-111.2056773,8,43,382,1,38,382,1,39,382
1342,US,Illinois,42.35440512,-114.6685381,245,31,170,50,70,170,57,71,170
1343,US,Illinois,,,0,223,238,31,116,239,32,116,239
1344,US,Illinois,44.76728382,-115.5676773,13,31,411,233,78,414,253,78,414
1345,US,Illinois,44.45275475,-116.7847688,47,176,1507,35,282,1511,38,287,1511
1346,US,Illinois,39.98815591,-91.18786813,169,3,45,186,123,45,194,124,45
1347,US,Illinois,37.18049267,-89.32910838,13,1,89,3,658,90,3,670,90
1348,US,Illinois,38.88829622,-89.43534887,28,31,142,1,167,143,1,173,143
1349,US,Illinois,42.32359279,-88.82345779,91,329,97,31,24,97,31,25,97
1350,US,Illinois,39.96209138,-90.75068024,13,19,366,344,54,366,365,56,366
1351,US,Illinois,41.40385234,-89.5283051,107,46,147,19,61,148,20,61,148
1352,US,Illinois,39.16840183,-90.66330078,4,172,845,49,72,845,53,74,845
1353,US,Illinois,42.06823429,-89.93395545,41,1488,221,184,371,222,202,380,222
1354,US,Illinois,39.96991073,-90.24734436,31,29,33,1639,248,33,1754,253,33
1355,US,Illinois,40.13919438,-88.20046615,223,75,66,30,15,66,30,15,66
1356,US,Illinois,39.54581621,-89.27780482,89,11,72,77,38,72,84,38,72
1357,US,Illinois,39.33425789,-87.78705622,46,34,108,11,109,108,11,110,108
1358,US,Illinois,38.75388572,-88.48914513,57,18,513,39,88,513,39,88,513
1359,US,Illinois,38.60704876,-89.42385254,108,40,329,18,106,328,19,107,328
1360,US,Illinois,39.51949084,-88.22358557,146,20,25,41,39,26,42,39,26
1361,US,Illinois,41.84144849,-87.81658794,11986,124,51,22,116,51,22,118,51
1362,US,Illinois,39.0032229,-87.75954624,35,724,135,129,0,135,134,0,135
1363,US,Illinois,39.27432424,-88.2401158,30,98,110,745,421,110,779,437,110
1364,US,Illinois,40.17514519,-88.90959682,32,344,134,100,84,135,103,86,135
1365,US,Illinois,41.89373302,-88.76958483,156,47,51,354,16,51,365,17,51
1366,US,Illinois,39.76768052,-88.21854195,38,40,138,49,59,138,51,60,138
1367,US,Illinois,41.85116968,-88.08642662,1445,507,0,40,7,0,41,7,0
1368,US,Illinois,39.6809186,-87.74759563,52,111,567,533,15,569,554,15,569
1369,US,Illinois,38.41353228,-88.05720863,21,10,98,115,7,98,120,7,98
1370,US,Illinois,39.05935711,-88.58969584,113,24,23,10,107,23,11,109,23
1371,US,Illinois,39.00072038,-89.02452658,73,71,70,25,67,70,25,67,70
1372,US,Illinois,40.59706922,-88.22350769,59,11,9,74,411,9,75,414,9
1373,US,Illinois,37.99189086,-88.92567818,130,14,24,12,77,24,30,79,24
1374,US,Illinois,40.47289135,-90.20862357,93,64,11,15,316,11,15,320,11
1375,US,Illinois,37.76430935,-88.22953869,10,125,133,67,14,133,81,15,133
1376,US,Illinois,39.35907414,-90.388865,40,38,77,133,9,77,139,9,77
1377,US,Illinois,41.28569601,-88.41905692,101,37,511,39,59,513,41,60,513
1378,US,Illinois,38.08163641,-88.53883373,25,11,105,37,649,105,41,654,105
1379,US,Illinois,40.40423981,-91.16313899,36,73,431,13,30,431,13,30,431
1380,US,Illinois,37.51810645,-88.26873022,16,68,17,74,128,17,76,132,17
1381,US,Illinois,40.81908672,-90.92491462,15,48,14,68,389,14,70,395,14
1382,US,Illinois,41.3533994,-90.13296166,95,77,80,49,3260,81,50,3368,81
1383,US,Illinois,40.74717633,-87.82466784,90,146,781,80,54,784,84,57,784
1384,US,Illinois,37.78595185,-89.38232563,101,62,39,150,245,39,152,247,39
1385,US,Illinois,39.01054275,-88.15437049,21,356,181,72,19,182,81,19,182
1386,US,Illinois,38.29980057,-88.9240025,150,45,507,371,72,508,377,73,508
1387,US,Illinois,39.08869046,-90.35393073,57,119,4917,48,31,4933,52,31,4933
1388,US,Illinois,42.36542373,-90.21094405,32,31,67,124,67,69,130,69,69
1389,US,Illinois,37.45939802,-88.88165419,34,30,313,32,35,313,34,35,313
1390,US,Illinois,41.93842729,-88.42861412,948,34,30,31,196,30,33,202,30
1391,US,Illinois,41.13746989,-87.86205334,292,72,87,36,1260,87,37,1288,87
1392,US,Illinois,41.59081014,-88.42869583,127,121,36,72,207,36,72,213,36
1393,US,Illinois,40.93148779,-90.2133034,184,61,91,126,675,92,133,693,92
1394,US,Illinois,41.3442613,-88.88633881,321,316,54,64,99,54,64,99,54
1395,US,Indiana,42.3224907,-88.00367925,1147,89,242,326,94,242,334,100,242
1396,US,Indiana,38.71987914,-87.72884035,38,39,1661,95,973,1663,99,995,1663
1397,US,Indiana,41.74583951,-89.29977132,69,228,271,42,206,272,47,209,272
1398,US,Indiana,40.89188292,-88.55784752,115,63,880,239,21,884,246,21,884
1399,US,Indiana,40.12581572,-89.36638784,78,136,118,70,53,118,72,54,118
1400,US,Indiana,39.86064913,-88.96342505,274,47,119,145,132,119,151,136,119
1401,US,Indiana,39.26119767,-89.92424028,121,54,1264,54,51,1268,60,54,1275
1402,US,Indiana,38.83042506,-89.90422563,650,33,268,55,45,268,56,49,268
1403,US,Indiana,38.64963204,-88.91899208,165,24,27,33,138,27,35,141,28
1404,US,Indiana,41.0327901,-89.34510444,24,50,75,24,306,75,24,315,78
1405,US,Indiana,40.23917274,-89.91824452,53,36,201,56,68,201,56,72,202
1406,US,Indiana,37.22078441,-88.71036614,58,265,63,38,91,63,39,93,63
1407,US,Indiana,40.45674722,-90.67775541,72,71,73,278,31,73,299,31,73
1408,US,Indiana,42.32451172,-88.45248227,367,82,180,74,123,180,75,126,180
1409,US,Indiana,40.48996987,-88.84621113,243,63,423,86,124,427,88,127,429
1410,US,Indiana,40.02742725,-89.80246001,15,150,97,66,108,97,68,112,97
1411,US,Indiana,41.20596782,-90.74290052,38,697,144,155,115,144,166,117,146
1412,US,Indiana,38.27594376,-90.17761038,108,80,45,723,346,45,745,358,41
1413,US,Indiana,39.23198845,-89.47809254,85,225,161,84,151,161,92,151,164
1414,US,Indiana,39.71654544,-90.20255104,104,1300,161,244,605,162,256,619,162
1415,US,Indiana,39.64187451,-88.62099969,39,87,179,1360,115,180,1427,117,149
1416,US,Indiana,42.04165196,-89.32184679,110,12,153,94,242,154,97,249,154
1417,US,Indiana,,,0,39,485,14,74,488,14,78,490
1418,US,Indiana,40.78702156,-89.76078901,413,116,172,45,48,173,51,49,174
1419,US,Indiana,38.08510853,-89.36856219,82,65,778,122,86,781,126,90,785
1420,US,Indiana,40.01360584,-88.59319339,16,88,161,67,124,161,68,125,162
1421,US,Indiana,39.62265059,-90.8877017,58,24,323,91,280,326,93,288,327
1422,US,Indiana,37.41391284,-88.56152109,7,63,109,24,109,109,26,110,109
1423,US,Indiana,37.22631423,-89.13085001,15,10,83,65,518,83,65,529,69
1424,US,Indiana,41.2013541,-89.2869272,7,33,110,10,201,110,10,210,111
1425,US,Indiana,38.05095369,-89.82512254,107,37,158,35,109,158,35,111,158
1426,US,Indiana,38.71240969,-88.08475366,67,12,377,40,434,377,42,448,379
1427,US,Indiana,41.46613806,-90.57042164,406,23,151,12,187,151,12,194,151
1428,US,Indiana,37.75332999,-88.54119706,74,28,710,25,358,711,27,366,714
1429,US,Indiana,39.75836914,-89.65872023,310,204,291,28,130,292,28,136,294
1430,US,Indiana,40.1571798,-90.61114163,14,27,156,213,101,157,219,103,161
1431,US,Indiana,39.6429169,-90.47814431,8,34,600,27,108,602,27,112,606
1432,US,Indiana,39.39133527,-88.80611122,56,39,250,35,59,254,36,63,255
1433,US,Indiana,38.46996033,-89.93063427,637,51,476,41,118,476,46,122,479
1434,US,Indiana,41.09309773,-89.79745866,29,42,172,53,70,173,57,74,173
1435,US,Indiana,42.35129217,-89.662598,124,15,141,44,498,141,49,510,143
1436,US,Indiana,40.50716185,-89.51404662,382,38,161,16,122,161,20,124,161
1437,US,Indiana,,,3196,74,86,39,188,86,39,198,86
1438,US,Indiana,37.47119609,-89.25548938,52,14,175,77,94,176,77,95,176
1439,US,Indiana,40.18417171,-87.73384359,241,418,119,14,293,119,18,301,119
1440,US,Indiana,38.44272901,-87.84922065,19,46,651,430,1382,652,445,1428,653
1441,US,Indiana,40.84925021,-90.6147432,72,27,163,47,208,163,47,216,163
1442,US,Indiana,38.35309213,-89.40982703,30,29,248,39,508,248,44,523,251
1443,US,Indiana,38.42955355,-88.42586459,66,6,114,34,2408,114,35,2470,105
1444,US,Indiana,38.08706198,-88.17657461,34,94,393,6,162,395,6,163,398
1445,US,Indiana,41.75509713,-89.91556058,196,37,1958,106,20,1967,126,20,1974
1446,US,Indiana,41.44619267,-87.97862712,1241,231,281,38,126,282,39,131,283
1447,US,Indiana,37.73033511,-88.92994027,201,4,684,218,234,691,172,238,697
1448,US,Indiana,42.33641854,-89.16085327,662,271,3177,4,134,3187,4,139,3209
1449,US,Indiana,40.78579374,-89.20973757,98,32,209,280,217,211,285,224,211
1450,US,Indiana,40.7457653,-84.93671406,93,184,30,33,57,30,34,59,30
1451,US,Indiana,41.09194313,-85.06800636,955,58,172,188,137,172,197,138,172
1452,US,Indiana,39.20744865,-85.89558181,201,10,310,59,15,311,61,16,314
1453,US,Indiana,40.60626947,-87.31093999,20,107,169,10,77,172,10,81,172
1454,US,Indiana,40.47388153,-85.32499702,49,16,301,108,84,301,112,92,301
1455,US,Indiana,40.0509304,-86.46841646,130,152,74,17,37,74,17,37,74
1456,US,Indiana,39.19605589,-86.22868909,51,51,170,154,54,171,159,55,173
1457,US,Indiana,40.5807832,-86.56198812,44,38,27,52,45,27,53,45,19
1458,US,Indiana,40.76135835,-86.34830753,138,28,104,41,441,105,45,454,105
1459,US,Indiana,38.48015445,-85.70510334,299,17,135,31,46,135,32,46,136
1460,US,Indiana,39.39561833,-87.11723506,66,2,57,17,71,57,20,73,52
1461,US,Indiana,40.30319754,-86.47277257,86,25,72,3,92,72,3,96,73
1462,US,Indiana,38.28814402,-86.44518825,30,36,53,26,121,53,26,126,53
1463,US,Indiana,38.70186039,-87.07185406,123,7,607,36,103,614,38,109,615
1464,US,Indiana,41.39804622,-84.99906934,122,37,61,8,36,61,8,36,61
1465,US,Indiana,39.14647946,-84.97333539,108,218,91,39,84,92,41,85,92
1466,US,Indiana,39.30712658,-85.50087166,112,15,135,222,145,136,228,148,136
1467,US,Indiana,40.22787247,-85.39732772,335,44,159,15,55,161,16,56,162
1468,US,Indiana,38.36597551,-86.8792417,148,16,157,46,716,160,48,739,148
1469,US,Indiana,41.59761169,-85.85875695,589,26,60,17,81,60,20,85,61
1470,US,Indiana,39.63684962,-85.17797541,110,22,115,27,97,116,29,101,113
1471,US,Indiana,38.32117957,-85.90385377,239,9,187,23,60,188,23,63,188
1472,US,Indiana,40.12361933,-87.24217689,72,30,62,9,14,64,9,14,64
1473,US,Indiana,39.4142482,-85.06062647,47,38,951,31,311,955,33,326,958
1474,US,Indiana,41.0469907,-86.26252745,84,18,110,40,71,110,41,72,110
1475,US,Indiana,38.30393723,-87.58054938,121,62,124,19,654,124,19,716,124
1476,US,Indiana,40.51587228,-85.65468702,273,22,79,63,18,80,65,19,81
1477,US,Indiana,39.03630547,-86.96223202,107,11,30,25,516,31,25,521,21
1478,US,Indiana,40.07306535,-86.05244729,509,6,451,11,61,453,11,62,455
1479,US,Indiana,39.82304555,-85.77566351,197,12,91,7,331,91,7,338,91
1480,US,Indiana,38.19467379,-86.10948271,107,46,0,17,131,0,19,136,243
1481,US,Indiana,39.76719009,-86.51037283,419,55,29,46,20,30,48,20,23
1482,US,Indiana,39.93029017,-85.39625719,182,22,674,60,207,676,61,210,680
1483,US,Indiana,40.48527731,-86.11351892,347,66,82,22,62,82,22,65,82
1484,US,Indiana,40.82907273,-85.48822092,123,20,440,66,288,444,69,295,444
1485,US,Indiana,38.9091582,-86.03851889,98,4,167,20,118,169,20,119,171
1486,US,Indiana,41.02078733,-87.11553319,105,29,30,4,76,30,4,78,30
1487,US,Indiana,40.43781032,-85.00576229,57,34,253,33,70,253,35,70,255
1488,US,Iowa,38.78576239,-85.43633383,113,20,101,37,44,101,40,46,94
1489,US,Iowa,38.99588883,-85.62710784,70,136,357,21,12,357,22,12,359
1490,US,Iowa,39.48994426,-86.10149107,488,24,143,140,57,143,146,58,143
1491,US,Iowa,38.68861576,-87.4194665,119,19,100,28,59,101,30,60,101
1492,US,Iowa,41.24521668,-85.86312322,180,34,89,21,18,89,22,18,89
1493,US,Iowa,41.64232188,-85.42674232,93,17,52,36,64,52,36,68,52
1494,US,Iowa,41.54366008,-86.74072188,282,5,14,17,406,14,18,417,14
1495,US,Iowa,41.41874274,-87.38277575,1350,7,64,5,45,65,5,46,67
1496,US,Iowa,38.84112637,-86.48361629,205,17,78,7,75,79,7,75,80
1497,US,Iowa,40.16143691,-85.71964711,495,23,23,21,46,23,22,46,24
1498,US,Iowa,39.78163624,-86.13826325,2362,24,82,23,50,82,24,51,82
1499,US,Iowa,41.32467367,-86.26185087,157,24,516,25,48,517,28,48,519
1500,US,Iowa,38.7099921,-86.80373186,20,26,67,24,20,67,24,20,67
1501,US,Iowa,40.76940965,-86.04525048,123,53,86,29,57,86,30,58,86
1502,US,Iowa,39.16130004,-86.52414358,232,27,66,59,73,66,61,73,66
1503,US,Iowa,40.04034823,-86.89335024,132,17,64,29,27,65,30,27,65
1504,US,Iowa,39.47899078,-86.44573375,208,18,60,18,142,61,18,146,61
1505,US,Iowa,40.95610449,-87.39635768,56,29,26,18,54,26,19,54,26
1506,US,Iowa,41.39672484,-85.41966713,136,21,82,29,26,82,30,27,81
1507,US,Iowa,38.955305,-84.96515993,15,29,86,21,31,86,22,31,86
1508,US,Iowa,38.5411892,-86.49523093,77,53,45,30,40,45,31,40,46
1509,US,Iowa,39.31145587,-86.83900724,84,20,180,55,65,180,55,67,180
1510,US,Iowa,39.77202286,-87.20375833,34,47,73,22,122,73,23,124,73
1511,US,Iowa,38.07809328,-86.63741946,54,48,37,47,49,37,49,49,37
1512,US,Iowa,38.40112197,-87.23574907,45,25,42,48,123,42,49,125,42
1513,US,Iowa,41.45986947,-87.06848888,426,32,52,25,27,52,25,27,52
1514,US,Iowa,38.02097333,-87.86480429,46,24,79,35,18,79,41,22,79
1515,US,Iowa,41.04166107,-86.69890683,69,245,165,28,64,167,28,64,167
1516,US,Iowa,39.66437981,-86.84517605,90,24,56,258,115,57,268,115,59
1517,US,Iowa,40.15734772,-85.01139319,118,8,155,26,61,155,28,61,156
1518,US,Iowa,39.10235626,-85.26212744,101,25,35,8,268,35,8,271,35
1519,US,Iowa,39.62002287,-85.4655599,36,8,28,28,49,28,32,49,28
1520,US,Iowa,38.68672078,-85.74627859,82,34,71,9,59,71,9,62,71
1521,US,Iowa,39.52305623,-85.7915857,144,47,157,35,55,158,36,58,160
1522,US,Iowa,38.01519732,-87.0079644,54,57,77,50,35,77,52,35,77
1523,US,Iowa,41.61756781,-86.29040834,701,15,325,58,19,325,60,19,325
1524,US,Iowa,41.27890281,-86.64686895,79,30,55,15,18,55,16,19,55
1525,US,Iowa,41.64423868,-85.00101094,97,16,85,31,38,86,34,39,86
1526,US,Iowa,39.08952258,-87.41414469,58,17,68,16,41,69,16,41,69
1527,US,Iowa,38.82767338,-85.03022429,14,15,48,17,61,48,18,63,48
1528,US,Iowa,40.38872739,-86.89413959,304,75,29,17,43,29,22,45,29
1529,US,Iowa,40.31123252,-86.05234925,68,53,28,75,55,28,75,55,28
1530,US,Iowa,,,651,8,49,53,84,49,54,85,50
1531,US,Iowa,39.62550777,-84.92497066,18,13,47,8,57,48,9,58,48
1532,US,Iowa,38.02658833,-87.58763124,511,8,86,14,24,86,15,26,87
1533,US,Iowa,39.8523352,-87.46160542,61,51,50,9,33,51,9,35,51
1534,US,Iowa,39.42944561,-87.39169027,327,12,69,61,43,69,66,44,69
1535,US,Iowa,40.84704239,-85.79328272,130,412,100,11,36,101,11,38,101
1536,US,Iowa,40.34728141,-87.35602659,20,95,82,421,59,82,434,61,82
1537,US,Iowa,38.08922676,-87.2716085,205,24,37,102,93,37,111,95,37
1538,US,Iowa,38.60219804,-86.1049363,60,7,41,24,44,42,24,46,43
1539,US,Iowa,39.8633444,-85.01044989,283,14,51,8,118,51,9,119,51
1540,US,Iowa,40.72934187,-85.22132966,118,152,53,14,67,53,15,68,53
1541,US,Iowa,40.74911165,-86.86492015,73,24,73,153,44,73,156,44,73
1542,US,Iowa,41.13863784,-85.50791236,67,44,122,26,81,122,26,83,123
1543,US,Iowa,41.33075609,-94.47105874,44,31,58,46,112,58,51,116,59
1544,US,Iowa,41.02903567,-94.69932645,11,55,170,32,456,171,33,487,171
1545,US,Iowa,43.28383218,-91.37860922,57,9,81,57,55,82,57,56,82
1546,US,Iowa,40.74324454,-92.86865906,59,0,54,9,29,54,9,29,54
1547,US,Iowa,41.6844628,-94.90581859,18,19,95,0,44,96,0,44,97
1548,US,Iowa,42.08011739,-92.06463573,63,11,148,19,26,148,22,28,148
1549,US,Iowa,42.4704581,-92.30524729,399,91,648,12,72,651,12,74,654
1550,US,Iowa,42.03657094,-93.9313999,44,34,65,93,106,66,95,108,67
1551,US,Iowa,42.77461496,-92.31795937,74,28,33,37,95,33,37,95,33
1552,US,Iowa,42.4709188,-91.83510825,44,21,55,29,31,55,31,33,55
1553,US,Iowa,42.73545875,-95.15100162,49,64,45,21,47,45,21,48,45
1554,US,Iowa,42.73172833,-92.79015971,48,28,93,66,41,93,68,41,95
1555,US,Iowa,42.38521079,-94.64046046,20,18,130,28,43,132,29,43,133
1556,US,Iowa,42.03617207,-94.86032705,57,167,127,19,48,128,19,48,130
1557,US,Iowa,41.33149454,-94.92792482,72,3,46,171,120,46,175,122,46
1558,US,Iowa,41.77233777,-91.13246684,27,18,50,3,67,50,3,67,50
1559,US,Iowa,43.08177563,-93.2612239,137,11,53,21,19,53,24,20,53
1560,US,Iowa,42.73538914,-95.62389402,50,2,52,11,39,52,11,39,52
1561,US,Iowa,43.06001295,-92.31773347,24,10,58,2,33,58,2,33,59
1562,US,Iowa,41.02868181,-93.78499767,31,3,139,10,92,139,10,93,139
1563,US,Iowa,43.08247182,-95.15096481,38,35,73,3,25,73,3,25,73
1564,US,Iowa,42.84443388,-91.34133693,64,10,22,35,872,23,35,902,23
1565,US,Iowa,41.89981633,-90.53275096,121,22,52,10,255,54,10,258,54
1566,US,Iowa,42.03718237,-95.3819718,49,23,40,30,50,40,30,52,41
1567,US,Iowa,41.68560356,-94.04127625,120,3,110,33,31,110,33,31,110
1568,US,Iowa,40.74773536,-92.41005468,26,3,29,3,28,30,3,28,30
1569,US,Iowa,40.73742757,-93.78645949,17,33,1189,3,322,1191,3,328,1196
1570,US,Iowa,42.47104597,-91.3664492,61,10,347,33,46,348,33,46,348
1571,US,Iowa,40.92012606,-91.18326592,110,5,65,10,78,65,10,78,65
1572,US,Iowa,43.37787725,-95.1510206,60,20,39,5,66,39,5,69,42
1573,US,Iowa,42.46815349,-90.88181925,263,22,42,20,80,42,20,81,42
1574,US,Iowa,43.37782951,-94.67858943,47,10,431,22,20,435,22,21,437
1575,US,Iowa,42.86271799,-91.8441231,57,7,55,13,0,55,13,0,56
1576,US,Iowa,43.0600053,-92.78940097,54,46,95,8,44,95,8,45,95
1577,US,Iowa,42.73270384,-93.26256925,35,34,101,47,24,101,47,24,101
1578,US,Iowa,40.7454272,-95.60129045,17,8,97,34,161,97,34,164,98
1579,US,Iowa,42.03614551,-94.39658081,18,16,24,8,116,25,8,117,25
1580,US,Iowa,42.40183723,-92.78829551,37,7,1,18,69,0,18,69,1
1581,US,Iowa,41.68378965,-94.50111014,40,34,54,7,26,54,7,26,54
1582,US,Iowa,42.38382428,-93.70197703,60,8,28,48,132,28,48,137,28
1583,US,Iowa,43.08178477,-93.73454884,42,0,220,8,41,220,8,41,220
1584,US,Iowa,42.38353877,-93.23654611,55,54,150,0,45,151,0,45,152
1585,US,Iowa,41.68330137,-95.81558439,83,10,87,54,287,88,54,293,88
1586,US,Iowa,40.98767962,-91.54436349,57,35,34,10,10,34,10,10,34
1587,US,Iowa,43.35671042,-92.31702714,24,44,181,47,54,181,47,54,184
1588,US,Kansas,42.7764426,-94.20722537,33,18,47,44,27,47,44,27,47
1589,US,Kansas,42.38696136,-95.51355387,42,17,55,18,23,55,18,23,55
1590,US,Kansas,41.68630265,-92.0643373,36,20,353,17,30,354,17,30,355
1591,US,Kansas,42.17178824,-90.57354837,52,3,17,22,7,17,22,7,17
1592,US,Kansas,41.68576082,-93.05567785,91,14,70,3,72,70,3,72,70
1593,US,Kansas,41.03192394,-91.94849466,44,9,63,14,44,64,14,44,65
1594,US,Kansas,41.67169354,-91.58754744,116,1,37,9,42,37,9,42,37
1595,US,Kansas,42.12118609,-91.13139641,67,6,43,1,144,44,1,147,44
1596,US,Kansas,41.33649833,-92.1785067,42,0,12,6,6,12,6,6,13
1597,US,Kansas,43.20405458,-94.20691791,80,15,123,0,15,123,0,16,123
1598,US,Kansas,40.64181461,-91.48183025,109,27,63,18,79,63,18,79,64
1599,US,Kansas,42.07923082,-91.59809485,447,2,51,29,14,51,29,14,51
1600,US,Kansas,41.21842119,-91.26102611,54,5,231,2,7,232,2,7,233
1601,US,Kansas,41.02958964,-93.32780803,29,10,9,5,31,9,5,31,9
1602,US,Kansas,43.38107862,-96.20926845,44,10,22,10,33,22,10,34,22
1603,US,Kansas,41.33081904,-94.01554631,25,3,96,20,31,96,20,33,97
1604,US,Kansas,41.33521503,-92.64083907,69,454,16,3,13,16,3,13,16
1605,US,Kansas,41.33445101,-93.09934783,103,9,8,517,131,8,517,136,8
1606,US,Kansas,42.03586837,-92.9990819,94,7,43,10,107,44,10,107,45
1607,US,Kansas,41.03299766,-95.61920963,30,1,48,10,14,50,10,16,50
1608,US,Kansas,43.35638371,-92.78887719,47,30,47,2,63,47,2,63,48
1609,US,Kansas,42.05220391,-95.95743843,41,5,18,31,31,18,36,32,18
1610,US,Kansas,41.02988815,-92.8690667,43,38,173,6,111,173,6,113,173
1611,US,Kansas,41.03018714,-95.15642896,48,2,140,46,13,142,46,13,144
1612,US,Kansas,41.48370744,-91.1121697,119,3,21,2,7,21,2,7,22
1613,US,Kansas,43.08310673,-95.62474482,67,6,94,3,77,96,3,78,98
