Country,Province,Lat,Long,Confirmed_2023,Confirmed_2021,Confirmed_2022
US,Virginia,36.67878901,-77.56351439,389,703,2477
Netherlands,Zuid-Holland,,,1863,56288,1466
US,California,34.83624419,-91.55162157,15636,46680,5550
US,California,35.9109364,-92.69936482,2170,7476,31599
US,Illinois,39.96991073,-90.24734436,106380,6566,156
US,Iowa,41.02868181,-93.78499767,4319,47375,2374
US,Kansas,40.73518949,-94.24368535,2377,10618,4349
US,Kansas,39.34948772,-97.16518128,8548,4900,7311
US,Kansas,38.2365018,-95.73379515,50839,665,4386
US,Kansas,39.79067154,-95.14056866,294,5140,3444
US,Kansas,38.69677695,-98.20462799,3648,9329,666
US,Minnesota,43.99050893,-85.802173,7506,33433,0
US,Nebraska,45.48965095,-110.5264394,11017,15166,2163
US,Nebraska,40.87028216,-99.8201461,6813,136,635
US,New York,35.10403332,-103.5481727,5233,49,4931
US,Oregon,34.02311222,-96.76855464,1099,29252,2072
US,Puerto Rico,41.51095103,-79.23229292,0,15866,33459
US,South Dakota,42.98914167,-97.88592746,3450,2470,1372
US,Tennessee,44.93837606,-98.34626602,1078,11907,2059
US,Texas,28.3238976,-97.15766311,7982,2180,4731
US,Virginia,40.33110236,-111.1691419,3195,21034,888
US,Washington,37.55016038,-77.91267882,60982,137610,132
US,West Virginia,36.92432914,-77.25791182,2189,1233,1774
US,Wisconsin,38.70036159,-80.72011184,3518,7410,372
US,Wisconsin,37.56274716,-80.54577965,7722,6663,7974
US,Wisconsin,39.37091679,-81.16771771,1490,11261,3727
US,,41.2878183,-110.5475782,316,22506,110
US,Arkansas,60.90980451,-159.8561831,2649,6007,791
US,Delaware,39.28656773,-104.1358721,571,2898,61152
US,Illinois,40.17514519,-88.90959682,11973,1115,1516
US,Illinois,42.36542373,-90.21094405,5859,61321,140261
US,Kansas,43.08193849,-94.67824621,220,22349,124545
US,Kansas,37.56227336,-101.3079758,1224,3724,22448
US,Kentucky,39.78443827,-99.90286639,104357,900,18868
US,Kentucky,38.48222076,-100.9066539,2305,3988,133669
US,Mississippi,48.06642577,-96.0370814,257464,1014,36134
US,Mississippi,43.67482683,-96.25296832,230553,769,14589
US,Mississippi,31.47786634,-90.89672989,40487,1333,1880
US,Missouri,39.51499357,-92.9629191,37863,1277,17794
US,Nebraska,48.36435097,-106.6669635,250236,2110,34609
US,New Jersey,40.87241834,-97.139673,71737,3291,104426
US,New Mexico,43.87498583,-71.20430216,27048,7336,44129
US,Ohio,48.20197971,-102.3555315,3159,4975,716
US,Oklahoma,35.87518314,-98.43307003,30777,77118,49
US,Oregon,35.222576,-95.11513306,62702,1683,94286
US,South Dakota,43.20660134,-98.58856175,182515,6875,43595
US,Texas,35.27724699,-86.36230578,75549,4649,6171
US,Texas,36.27787176,-102.6020725,1122,994,33815
US,Virginia,31.85008651,-103.0485163,49,1422,5503
US,Virginia,44.27343241,-72.61604978,173386,15559,89390
US,Virginia,37.84157909,-78.27715475,85887,40635,442977
US,Wisconsin,39.11240885,-79.57053576,10429,19574,3091
Japan,Kumamoto,33.422519,133.367307,54515,1851,24996
US,Arkansas,33.89723187,-92.18537045,8872,750,21412
US,Connecticut,39.62754308,-106.6933637,169569,1540,35880
US,Georgia,33.79201475,-82.45024131,749514,22332,63519
US,Georgia,31.49683595,-81.40163426,4755,17799,15470
US,Kansas,42.7764426,-94.20722537,46402,7839,7104
US,Kansas,39.48028352,-97.64925343,37770,298873,3017
US,Maine,32.73926954,-91.23425694,64828,4226,178482
US,Oregon,36.79843529,-95.61902331,102710,4775,60831
US,South Dakota,,,24822,12857,15621
US,Tennessee,43.19419064,-99.18883902,11010,2430,2305
US,Virginia,39.11271747,-77.99199425,4762,76458,9581
US,Virginia,36.9302126,-80.36738849,308159,25344,3246
US,Wisconsin,46.52868768,-91.19716729,95319,82890,1508
US,California,34.85588887,-94.0632176,28002,21932,3060
US,Illinois,37.45939802,-88.88165419,3486,44975,2849
US,Indiana,38.08706198,-88.17657461,16955,37403,6313
US,Iowa,39.77202286,-87.20375833,5438,3990,8469
US,Kentucky,38.91462787,-98.76254297,2253,11180,30211
US,Kentucky,38.14735938,-83.74588932,4885,18607,17070
US,Kentucky,38.66599534,-85.12601074,4411,18083,269732
US,Kentucky,37.21218923,-86.23955613,10056,13072,3977
US,Minnesota,44.00715262,-95.18138802,13488,14278,23455
US,Missouri,37.32449052,-90.02725304,52234,5085,10533
US,Montana,39.49593978,-92.00043978,29798,4015,2660
US,Montana,38.94022054,-91.47000721,465035,1967,2250
US,Montana,37.89090059,-90.1949941,6191,3010,60138
US,New York,35.48014807,-104.8163562,41247,1439,137699
US,Ohio,48.36876964,-97.72574783,17306,22291,57600
US,Oregon,36.31149996,-98.53467076,4837,2106,7289
US,Oregon,36.38953329,-97.22928674,3065,4891,1896
US,Pennsylvania,35.29071824,-98.99180434,105601,1971,3832
US,Pennsylvania,43.06422669,-118.9666306,234836,1688,70594
US,Texas,36.3418017,-89.48921915,109616,778,59835
US,Virginia,37.73484642,-79.35296097,12343,1020,22577
US,Washington,37.63191998,-76.55064617,2913,166,854670
US,West Virginia,45.87325839,-120.7913598,6815,3244,12767
US,Volyn Oblast,45.89838588,-91.79050449,119663,1245,16258
Colombia,Guaviare,2.5854,-68.5247,101989,5433,36397
US,Illinois,39.0032229,-87.75954624,38932,8062,7739
US,Iowa,42.73270384,-93.26256925,1494039,1492,263427
US,Kentucky,37.55937174,-95.74323255,22238,1145,81952
US,Kentucky,37.26484328,-85.5540745,26859,10250,270915
US,Louisiana,37.70820545,-83.0657714,60172,1016,85590
US,Minnesota,,,12196,1054,147850
US,Mississippi,44.02211116,-93.58720034,462710,1000,140899
US,Missouri,31.73397872,-91.03764977,140103,1963,13118
US,New York,34.64048375,-105.8508949,463102,4454,34293
US,Tennessee,45.15639647,-100.8709139,154224,1588,62021
US,Virginia,31.50999644,-103.0927909,267370,1732,71274
US,Virginia,33.17320212,-102.8276433,251031,371,44321
US,Virginia,37.71714806,-77.90381514,20685,2515,52336
US,West Virginia,46.98299757,-118.5601734,57468,690,15516
US,,42.13299116,-104.966331,117667,7675,9495
US,Arkansas,33.83011025,-91.25500948,128116,3470,4770
US,Florida,37.3153406,-104.0376458,76181,1028,2965
US,Georgia,30.91395822,-82.70432472,92644,13710,3165
US,Idaho,32.12009104,-82.72574721,28827,2208,83732
US,Illinois,40.40423981,-91.16313899,15290,1829,6817
US,Iowa,39.62002287,-85.4655599,7884,16869,13359
US,Kansas,41.68630265,-92.0643373,28802,10184,4728
US,Kentucky,38.35855394,-97.0985251,4967,179,3599
US,Kentucky,39.78359669,-96.52278974,145984,14623,1615
US,Kentucky,,,11760,652,2713
US,Kentucky,38.44942688,-85.11587507,19972,45028,394
US,Montana,38.46036182,-91.8613635,7494,4126,7111
US,North Carolina,42.63505484,-77.10369919,5196,3179,2953
US,North Dakota,36.39728256,-78.10652228,2419,10236,16314
US,Northern Mariana Islands,35.90079156,-82.31237181,4047,1289,22815
US,Ohio,48.77245354,-99.84097493,621,8453,3295
US,Oklahoma,36.76268118,-95.20916602,10939,429,3605
US,Pennsylvania,44.70915557,-117.6749883,4484,1395,27901
US,Pennsylvania,45.99712889,-123.660711,25418,811,2440
US,Texas,36.39026213,-86.16087954,34464,1829,3185
US,Virginia,36.76366949,-77.8593436,4896,38737,2510
US,Virginia,38.85157547,-77.2977964,5692,2029,6543
US,Wisconsin,45.86303537,-92.36711412,43961,1457,11671
Iceland,Andaman and Nicobar Islands,64.9631,-19.0208,3788,680,3944
US,Iowa,42.40183723,-92.78829551,4614,4829,5180
US,Kentucky,37.35839237,-88.0882609,3945,8425,863
US,Kentucky,37.69241417,-83.95956369,10815,811,8297
US,Kentucky,37.09246661,-83.37999606,17510,376,1610
US,Louisiana,38.04178222,-84.7417556,6148,2701,18401
US,Mississippi,48.77501878,-95.81079919,7503,1651,10387
US,Missouri,39.89201062,-94.40476508,1526,1880,2305
US,Missouri,39.83049768,-92.56453089,13390,667,41383
US,Montana,37.11303869,-90.46001416,2510,1376,6299
US,Texas,33.17653242,-95.21917243,27537,4920,4927
US,Texas,33.17823584,-99.73037358,16711,7828,48682
US,Vermont,32.73553157,-98.83631615,3417,11006,22228
US,Khmelnytskyi Oblast,43.3762778,-90.43012729,77064,1832,323
US,,43.90451606,-107.680187,7786,57724,46932
Burundi,,-3.3731,29.9189,7465,1846,1536
Japan,Chiba,40.781541,140.828896,73845,179,129658
Japan,Fukuoka,35.846614,136.224654,34455,5297,8074
Japan,Kagoshima,34.217292,133.969047,601,4943,7890
US,Arkansas,31.98773215,-87.30891118,75852,1333,26727
US,Colorado,38.74745778,-106.1926573,2411,1144,3736
US,Illinois,39.76768052,-88.21854195,210612,58565,24852
US,Indiana,38.71987914,-87.72884035,11615,3729,1218
US,Indiana,41.20596782,-90.74290052,12752,18627,3366
US,Iowa,43.08247182,-95.15096481,42249,680,2366
US,Louisiana,36.8381152,-87.17878374,5580,1884,5147
US,Michigan,44.4858305,-69.12061935,40008,1482,107310
US,Missouri,37.431814,-93.8503345,2152,1556,4957
US,North Carolina,35.05704275,-83.74353633,5466,589,3779
US,North Dakota,35.02254606,-77.35870791,3867,13699,1744
US,Ohio,46.11017712,-98.5049008,8117,8216,13098
US,Pennsylvania,45.51872811,-121.6552036,186435,666,26553
US,Texas,28.35101362,-98.1246786,8291,5735,1938
US,Utah,31.39457611,-94.17000399,5812,845,739
US,Virginia,37.37569884,-78.81340003,2759,1254,9216
US,Virginia,37.12560977,-82.35124171,23398,1319,3510
US,Virginia,37.31234791,-80.70636931,42187,567,4603
US,Virginia,37.78258621,-79.44262866,3068,744,1711
US,Wisconsin,37.65390597,-80.86009693,1041,1185,4077
Monaco,,43.7333,7.4167,15961,1197,15974
Russia,Irkutsk Oblast,66.0006475,169.4900869,5185,532,20157
United Kingdom,Alabama,18.4207,-64.64,6696,3814,38946
US,California,34.09007427,-93.9934871,2784,1567,4133
US,California,34.16250414,-93.65789349,5664,1948,161050
US,Colorado,39.59875897,-122.3938452,28586,439,5067
US,Georgia,31.29633502,-82.87545866,31371,514,436
US,Idaho,33.78290391,-82.74286107,65142,8766,16049
US,Indiana,39.64187451,-88.62099969,6014,1977,12208
US,Kansas,40.7393172,-95.1497813,268984,469,3831
US,Louisiana,37.79990579,-82.51247478,8056,1878,3028
US,Michigan,45.01607142,-67.62813524,701,314,152591
US,Mississippi,33.12825718,-90.52252707,26611,1369,7906
US,Missouri,31.16078225,-91.31018819,19367,513,41442
US,Missouri,39.42762566,-93.50626255,6710,1119,1259
US,Montana,40.36079813,-94.88133008,4639,551,4143
US,North Carolina,36.07569796,-81.92308483,250603,1380,4152
US,North Carolina,36.39312665,-79.33353281,11306,1622,3702
US,North Dakota,35.83810081,-76.57299037,62020,626,1630
US,Tennessee,43.19338568,-100.7195503,1897,1170,44969
US,Tennessee,35.59942968,-85.20611967,6135,3058,27490
US,Tennessee,36.55151008,-85.53930419,6928,9888,1471
US,Texas,28.47048236,-96.61633945,5472,6009,16037
US,Texas,36.27829105,-100.8158184,2509,2369,2378
US,Washington,37.89202088,-76.41949732,69764,900,3024
US,Washington,37.12222899,-80.5602732,48016,24826,2871
US,West Virginia,38.11021557,-76.80213247,2138,8712,1207
US,West Virginia,46.55418369,-123.7285716,24214,1554,1619
US,Wyoming,44.31864893,-90.80566792,3638,1878,3772
US,Wyoming,43.81911946,-89.40073763,4284,1672,3758
US,Illinois,39.35907414,-90.388865,4156,1351,1552
US,Iowa,41.68378965,-94.50111014,1708,3483,9871
US,Kentucky,38.65235984,-95.72707998,2556,600,5014
US,Minnesota,43.67381499,-93.94787458,5910,1374,7871
US,Mississippi,34.81681228,-89.18945516,5656,100,1287
US,Mississippi,31.97061673,-90.90702196,2634,1151,1828
US,Missouri,34.64967704,-90.37481167,15910,426,22476
US,Nebraska,47.67657534,-115.1329916,8463,15042,5266
US,Ohio,46.93579637,-98.06605978,15309,4065,1488
US,Oklahoma,34.37366573,-96.03802487,1808,235,5307
US,Pennsylvania,34.41635232,-95.37603505,3402,595,1031
US,Pennsylvania,42.45911325,-124.157282,35957,683,3818
US,South Dakota,44.90608745,-103.5079318,8647,3762,1760
US,Tennessee,44.67385954,-97.18829593,2615,2266,3364
US,Texas,34.07227468,-101.3031546,7822,685,1283
US,Texas,31.1925468,-99.34682807,1817,1737,3589
US,Virginia,43.57723578,-73.03741676,6045,295,4573
US,Wisconsin,39.00683177,-78.85855301,2774,55,1558
US,Wyoming,45.66678019,-88.77084892,5375,1520,3554
Japan,Nagano,32.193204,131.299374,1971,541,8110
US,Arizona,32.64048341,-87.29770589,6088,819,26607
US,Florida,37.5836865,-106.3847838,6852,576,19191
US,Georgia,32.3483402,-84.52733571,2276,2844,6402
US,Illinois,46.81587887,-116.7113698,5389,3654,2410
US,Illinois,42.06823429,-89.93395545,13223,2371,48670
US,Kansas,42.05220391,-95.95743843,44441,813,29660
US,Kansas,43.37751174,-93.73407298,29720,510,4501
US,Kentucky,36.72581156,-85.13377529,10276,5051,6147
US,Kentucky,38.64962758,-84.62415957,3692,669,4419
US,Maryland,29.42245447,-89.60322085,96851,424,4130
US,Massachusetts,30.87882871,-91.4148538,45312,3676,9124
US,Minnesota,44.94430054,-85.80150326,7682,1465,1586
US,Minnesota,45.0275929,-84.12696227,9834,2258,3537
US,Mississippi,44.37136597,-93.72844721,6290,4154,264
US,Mississippi,44.02240351,-93.22627088,6278,5729,2753
US,Mississippi,33.44834567,-89.91994479,13495,3293,1054
US,Missouri,39.98492163,-94.80163024,2592,286,38023
US,Missouri,37.47865134,-90.3467143,5136,1402,13914
US,Montana,37.70660776,-89.82741088,527,2146,751
US,Nebraska,46.25319932,-105.5737526,4038,89,1869
US,North Carolina,43.7844157,-75.44903992,1732,490,1567
US,South Dakota,44.36974375,-96.79079945,59108,2173,12016
US,Texas,35.63708728,-87.86139634,22922,11947,4983
US,Texas,34.53016752,-102.2617243,1372,591,1651
US,Texas,33.61431553,-101.3000364,3082,639,4680
US,Texas,28.34453111,-99.09908775,2413,640,831
US,Virginia,37.57242268,-78.52518834,18762,1162,173
US,Wisconsin,43.96974651,-89.76782777,7097,103,3934
US,Kiev Oblast,45.47498854,-91.1333012,3122,7326,1385
US,Arizona,32.59117397,-88.19916205,8416,1922,2346
US,Arkansas,33.46755808,-92.15980837,1339,18235,1321
US,California,33.66340119,-93.30632432,327,147,7986
US,Georgia,31.60213036,-83.27501387,5650,1432,8712
US,Idaho,32.55792548,-84.25077141,2347,661,5608
US,Illinois,45.84721541,-115.4634436,3424,0,1865
US,Illinois,43.78141028,-111.6538474,2427,38262,1274
US,Illinois,42.58016894,-116.1693871,13432,260,12171
US,Iowa,43.08178477,-93.73454884,13405,6440,1849
US,Kansas,42.38696136,-95.51355387,7866,274,1181
US,Kansas,41.33649833,-92.1785067,2968,433,4898
US,Kansas,39.82652589,-95.56421698,1840,3649,3781
US,Kentucky,38.2054607,-84.21827874,18280,1562,5953
US,Kentucky,38.36758311,-83.69657514,3065,240,12445
US,Kentucky,37.59645942,-83.71513901,1792,1960,17005
US,Louisiana,37.5301951,-87.26803443,12646,10383,7545
US,Louisiana,32.0902519,-92.11752148,5972,568,810
US,Missouri,32.75462946,-88.64105766,9264,162,3338
US,Missouri,37.50207671,-94.34757022,19525,56,5975
US,Missouri,37.72391475,-93.85445441,25620,20597,297
US,Pennsylvania,36.74777635,-101.4889765,11175,534,1010
US,Texas,35.69864497,-85.45221699,1270,2537,5104
US,Colorado,41.74228275,-123.8974063,5016,53,24204
US,Georgia,33.29686567,-85.12886832,8725,828,1348
US,Kansas,41.02988815,-92.8690667,529,203,1645
US,Kentucky,37.20946153,-86.68748787,1548,1347,1597
US,Louisiana,38.03223971,-85.32749335,8095,916,3249
US,Minnesota,45.02343421,-95.56403693,38348,871,103
US,Missouri,31.56884708,-89.8267099,2345,1416,19618
US,Missouri,31.55147224,-90.10841127,2594,1147,13312
US,New Mexico,41.40692186,-118.1109427,2596,1024,82169
US,Pennsylvania,44.49167306,-123.4316987,5376,2067,4046
US,Texas,32.30623474,-100.9212058,103,2217,12756
US,British Virgin Islands,41.65498705,-105.7235415,60020,12612,3359
US,California,36.01038185,-93.72524943,41561,2154,0
US,California,35.91947491,-93.21612969,258404,462,89225
US,Colorado,37.95474293,-103.0720195,18678,342,568
US,Georgia,29.72856978,-82.79880657,44545,434,14698
US,Hawaii,33.8786296,-83.08278123,9010,5248,754
US,Idaho,31.76622818,-84.75732369,0,2062,1766
US,Indiana,40.5807832,-86.56198812,157422,3027,7417
US,Iowa,41.33075609,-94.47105874,798,250,3540
US,Iowa,42.03657094,-93.9313999,24174,886,839
US,Iowa,42.4709188,-91.83510825,1132,2062,6745
US,Kansas,41.03192394,-91.94849466,2684,546,22500
US,Kansas,43.38107862,-96.20926845,11040,840,1743
US,Kansas,41.6850066,-95.31015553,7108,723,389
US,Kansas,41.0277278,-94.24234847,1267,7946,109
US,Kansas,37.85508555,-94.84865997,10129,1,45084
US,Kentucky,38.75398691,-84.8558382,34989,482,1091
US,Mississippi,46.58589171,-94.96968506,2381,994,4066
US,Missouri,33.11009499,-88.56949061,547,6477,93
US,New Hampshire,41.91676024,-97.6005481,178,341,1760
US,North Carolina,36.12908077,-76.60118385,69262,1554,415
US,North Dakota,36.23103603,-81.70033724,1658,5070,4508
US,Ohio,48.26886249,-98.72223879,5495,451,1833
US,Tennessee,43.00924485,-97.39467635,117,2813,1749
US,Texas,36.50235092,-87.83920548,2608,381,2971
US,Texas,34.52993409,-102.7844668,694,1333,2431
US,Virginia,43.58010937,-72.58595157,8853,1586,2380
US,Virginia,37.34081025,-77.98584649,2557,13832,4610
US,Virginia,36.6831435,-76.93859681,2395,2600,4494
US,Wyoming,46.26302338,-90.24295041,4201,1212,32238
US,Alaska,32.85504247,-87.95684022,3840,1198,4882
US,California,35.58095779,-92.51295036,3515,4485,1017
US,Florida,37.95544985,-102.3926052,6764,4294,857
US,Florida,30.40666734,-85.19394153,6996,393652,780
US,Georgia,29.93543004,-85.2427099,46511,1578,9362
US,Georgia,27.49293939,-81.80956574,7604,937,3313
US,Georgia,30.44396917,-83.47398594,1724,915,6610
US,Georgia,32.17201038,-82.53527476,1359,6643,608
US,Illinois,42.28347888,-113.6012409,1276,1854,1752
US,Illinois,42.96927962,-114.8108306,13668,61805,4346
US,Iowa,38.40112197,-87.23574907,4723,1344,1129
US,Kansas,43.29094334,-91.84422722,10413,397,2212
US,Kentucky,39.37925655,-96.34564657,942,3860,1867
US,Louisiana,37.36642393,-84.31176452,2559,2664,17042
US,Louisiana,37.52168356,-87.67989953,6567,1227,0
US,Michigan,44.97330019,-70.44381045,1638,3362,1640
US,Minnesota,45.9459309,-93.29275192,3069,2342,1949
US,Missouri,37.94163617,-93.3203037,2916,330,16257
US,Ohio,,,28155,1115,890
US,Oregon,34.91671958,-98.97720696,0,3859,3049
US,Tennessee,45.62975048,-96.94672673,3066,601,10014
US,Texas,35.51558739,-84.81482914,2607,1316,1216
US,Virginia,37.62762978,-109.8033714,27355,217,5716
US,Virginia,43.03519828,-73.09048868,1537,397,985
US,Wyoming,42.6794956,-89.60243287,5196,3692,3001
US,Alabama,32.10030533,-85.71265535,17202,2323,3127
US,Georgia,32.35207048,-84.04234127,2824,3650,37529
US,Illinois,39.33425789,-87.78705622,10057,894,6771
US,Iowa,38.02097333,-87.86480429,1866,2926,3287
US,Louisiana,38.19484205,-83.42088935,4946,1972,3403
US,Louisiana,37.66166713,-87.94300009,5503,1388,8266
US,Maine,31.67884782,-92.15907765,83869,982,9733
US,Minnesota,44.33772443,-85.09256478,12730,41511,821472
US,Montana,38.63571781,-92.57976951,5798,10678,3875
US,Montana,36.64916339,-92.44459066,5822,8449,2349
US,Nebraska,40.5244942,-98.50117804,13922,4059,2937
US,New York,33.74526079,-105.4586166,18616,8363,15900
US,Oklahoma,39.25208988,-82.4831444,1487242,48300,4150
US,Texas,30.96694679,-95.93003775,7692,1985,142738
US,Virginia,27.00156391,-99.16987152,3956,2707,3475
US,Virginia,36.69455571,-77.53406129,5108,3140,1259
US,Wisconsin,39.10314817,-79.19440518,31617,2705,7946
US,England,41.69357844,-106.9326084,7774,7959,5161
Dominica,,15.415,-61.371,281584,3273,3105
US,California,35.59802983,-91.21494602,6410,21054,8545
US,Connecticut,37.201606,-106.1917488,2096,3548,6713
US,Georgia,32.71391813,-83.98061238,12646,578,917
US,Illinois,32.80291082,-83.17140684,8455,1026,2577
US,Illinois,44.45275475,-116.7847688,5363,893,9736
US,Indiana,39.4142482,-85.06062647,15028,1978,1540
US,Iowa,43.37782951,-94.67858943,12448,19128,3376
US,Kansas,43.35638371,-92.78887719,1806,11621,758
US,Kansas,41.68625425,-92.53155731,4207,729,886
US,Kentucky,37.52333168,-83.31959161,15803,1069,8612
US,Kentucky,37.35388197,-82.94981134,2620,3135,5420
US,New Mexico,43.93779815,-71.82057197,5232,2166,9483
US,Ohio,47.60766714,-101.3182418,1413,3007,1948
US,Tennessee,45.1723937,-96.77002276,1509,1260,7536
US,Tennessee,42.83112163,-96.6557828,15566,4102,4306
US,Texas,35.23868267,-87.78644456,8668,19,2891
US,Texas,27.03103197,-98.21808402,19679,13172,2720
US,Texas,28.42270064,-99.75645095,3177,2185,86289
US,Virginia,38.29545894,-78.46525378,13250,1046,22538
New Zealand,,-40.9006,174.886,7710,1395,21753
US,Alaska,32.93690146,-86.24847739,5062,196,8838
US,Arkansas,33.26458973,-91.29539209,5492,560,19108
US,Arkansas,35.26205537,-92.70506566,161749,319,101282
US,Georgia,30.04848048,-83.60445406,35879,3324,3886
US,Iowa,42.73172833,-92.79015971,40680,1309,5935
US,Kansas,41.03018714,-95.15642896,15775,11014,7317
US,Kentucky,37.9689263,-84.14615986,36086,1764,6221
US,Kentucky,38.07136018,-82.72882223,204264,13219,19699
US,Maine,31.66778967,-91.84526385,6666,543,8541
US,Michigan,46.6720582,-88.36363591,11260,327,48340
US,Minnesota,44.68512729,-85.09085699,12873,1793,8394
US,Mississippi,46.12105238,-92.74070188,12155,19050,1927
US,Missouri,34.02824175,-89.7076205,39190,449,2704
US,New Jersey,41.85070896,-103.7080986,15676,3242,2631
US,North Carolina,44.11630765,-73.77297842,85579,10431,4742
US,Oklahoma,39.62081738,-81.85308173,14161,145,46910
US,Oregon,35.04912569,-96.24921145,3414,1697,30224
US,Pennsylvania,45.16292781,-121.1670954,4665,6429,2268
US,Texas,36.36380466,-85.67239905,4543,1048,2776
US,Texas,35.52853208,-87.49022694,8808,1496,6365
US,Falkland Islands (Malvinas),42.97272268,-105.5081848,95960,1225,6169
US,California,33.73325583,-93.66935133,62744,1336,6034
US,California,35.86251946,-92.15684085,4479,1122,2946
US,Colorado,36.51112084,-117.4111978,4854,4828,10004
US,Florida,40.61810999,-108.2070876,11208,52293,26
US,Georgia,30.86747479,-85.81319222,11915,5316,34457
US,Indiana,40.47388153,-85.32499702,11941,24019,4871
US,Iowa,42.73545875,-95.15100162,4852,2786,2956
US,Iowa,42.03718237,-95.3819718,17099,2645,3630
US,Louisiana,37.21137452,-88.34797529,5,28274,694
US,Maryland,32.09530039,-93.34213308,58598,5522,1197
US,Mississippi,44.40555844,-95.25207021,8914,753,787
US,Missouri,33.61300486,-89.28392912,5437,895,6333
US,Montana,36.82516239,-89.29505753,6066,4541,3483
US,North Dakota,35.27820615,-82.16812354,1240,752,24040
US,Oregon,34.31440473,-96.66011537,2014,1354,5024
US,Oregon,35.46485198,-96.32639984,1387,4244,33475
US,Pennsylvania,45.46248721,-123.712066,12620,8544,1310
US,Puerto Rico,39.92913544,-78.11163677,6141,1887,911
US,South Dakota,44.41464384,-98.27858469,41322,3240,4420
US,Tennessee,35.60048904,-88.11043779,10149,602,43669
US,Texas,35.12245443,-84.52075859,74310,2299,1018
US,Texas,32.87109387,-95.79232691,2426,3014,8279
US,Washington,37.34062933,-75.87751591,1519,3877,26836
US,Wisconsin,44.95856458,-87.30002707,7482,2135,186
US,Wyoming,43.80025981,-89.04679553,79222,7712,3614
US,Luhansk Oblast,45.87931905,-91.14504927,1860,4704,18999
US,Idaho,31.71612656,-83.62069378,14549,22792,2437
US,Illinois,48.76684761,-116.4630179,45180,2219,2978
US,Iowa,42.73538914,-95.62389402,87,5197,2453
US,Louisiana,37.96163597,-86.21028219,6680,1546,3582
US,Louisiana,36.99459295,-85.63123699,34256,1245,3133
US,Mississippi,31.21444233,-88.63922281,4642,1411,10441
US,New Jersey,41.57246836,-97.52144359,4948,3059,119193
US,Tennessee,35.80990797,-86.05738983,4043,5042,14352
US,Wyoming,43.92456975,-90.11120239,6471,1966,53922
India,Madhya Pradesh,13.6999972,72.1833326,5318,24249,7452
US,Arkansas,31.4092794,-88.20689944,19060,5246,5915
US,Indiana,39.19605589,-86.22868909,210639,2693,74996
US,Kentucky,37.77377239,-86.42885017,28178,11661,14543
US,Louisiana,37.75599461,-85.17407732,98400,4296,1871
US,Michigan,44.99690221,-85.15503082,12338,6723,2430
US,Michigan,44.0636262,-83.89277559,8520,2477,11034
US,Minnesota,44.68192279,-84.12939244,121715,3788,1975
US,Minnesota,45.34018577,-83.91498656,25857,2491,3275
US,Minnesota,43.67385583,-93.34884422,2929,1511,8885
US,Minnesota,47.10778564,-94.91693868,3621,2185,21896
US,Mississippi,46.06996226,-94.89785296,17196,1708,5080
US,Mississippi,33.93683395,-89.33686647,2942,12309,6958
US,Nebraska,47.26331584,-109.2245206,4824,2938,1840
US,Oklahoma,39.76818851,-81.45937183,13753,6884,5493
US,Wisconsin,39.33602617,-80.0421439,39720,2059,8836
US,Wyoming,44.51727459,-87.61468386,8018,7650,9842
Japan,Unknown,36.637464,137.269346,10442,40230,5152
US,California,34.29017991,-92.42320562,2986,3338,18573
US,Georgia,25.20904673,-81.07812416,8802,9071,9399
US,Georgia,30.61359259,-85.66002461,13415,71487,43519
US,Georgia,33.59232073,-83.49129491,15758,4519,5154
US,Illinois,39.6809186,-87.74759563,8299,601,13101
US,Indiana,37.47119609,-89.25548938,29467,2758,4199
US,Kansas,42.17178824,-90.57354837,14515,8075,3285
US,Michigan,45.37790017,-85.19614053,60487,2889,3941
US,Mississippi,43.67429718,-94.55099908,8129,4354,7774
US,Mississippi,44.72836381,-94.94553734,23405,831,13300
US,Montana,36.65460667,-90.85990261,6309,4081,5202
US,Nebraska,47.26584855,-104.8944417,5112,400,57850
US,Oklahoma,34.02807439,-95.54771129,5660,1245,15028
US,Texas,31.25350609,-96.93630086,13945,1344,7650
US,Texas,28.95472367,-96.57749563,20511,1175,29166
US,Washington,37.18497668,-77.22922187,8822,1212,10029
US,West Virginia,46.18894415,-117.2022851,95058,947,18457
US,Montserrat,42.08798185,-104.3534743,24530,12948,8585
Japan,Kagawa,39.593287,141.361777,12973,1941,8678
US,California,34.53704874,-93.65824478,46843,858,7007
US,Illinois,43.3507101,-115.4701578,15853,2489,3688
US,Illinois,43.82078483,-112.3131749,29573,1860,6751
US,Illinois,42.85518524,-113.6357257,14009,2513,5032
US,Indiana,40.23917274,-89.91824452,14768,1221,30799
US,Kansas,39.2347941,-95.38289232,10818,1933,7704
US,Kentucky,37.14749129,-87.86948214,5681,3447,15838
US,Massachusetts,32.78550125,-91.461201,10989,1520,4699
US,Missouri,33.95339918,-90.1729398,8027,24443,19356
US,Missouri,40.19058551,-92.60078167,49868,1560,84536
US,Montana,39.34310674,-91.16980779,13726,2681,8849
US,New Mexico,43.36094111,-72.22203125,22568,1689,23820
US,North Dakota,35.20383864,-82.79638423,6451,508,163311
US,Tennessee,44.39091534,-99.99661148,31161,15176,10074
US,Tennessee,36.28872054,-87.71878828,130386,1100,1622
US,Wisconsin,39.55439028,-78.26311676,14117,0,7188
Sweden,Kalmar,57.4684,18.4867,38855,511,18207
