Country,Province,Lat,Long,Confirmed_2023,Confirmed_2021,Confirmed_2022
US,Georgia,27.3863362,-80.88944347,41231,626,3676
US,Georgia,30.64204028,-86.16935664,13166,4207,5132
US,Georgia,31.19576557,-81.97743999,41806,7825,5127
US,Idaho,33.32056115,-83.37552891,12882,192,14241
US,Illinois,39.54581621,-89.27780482,5783,380,1932
US,Kentucky,37.10459774,-85.28129668,5667,49473,7154
US,North Carolina,35.1349263,-84.05970864,10056,591,5119
US,Oregon,34.58781741,-99.41138784,8004,3557,18365
US,Puerto Rico,41.51955538,-76.01074915,27396,979,4549
US,Tennessee,36.38128818,-84.92870012,3143,1651,321
US,Texas,36.42325673,-84.50360494,12193,1689,72131
US,Virginia,18.3358,-64.8963,9212,20981,4148
US,Georgia,32.40209349,-82.07702563,34147,4011,2330
US,Illinois,40.74717633,-87.82466784,7496,479,12257
US,Iowa,39.66437981,-86.84517605,329,7595,7957
US,Kansas,42.737633,-96.21366621,122861,2932,8229
US,Minnesota,44.82017001,-93.8009918,6662,286,5668
US,Mississippi,33.08658803,-89.57838564,4213,9333,6322
US,Mississippi,33.12345854,-90.08923538,21131,2253,42204
US,North Dakota,35.01888303,-79.23651674,12637,61195,12174
US,Tennessee,36.26136216,-87.08903581,12458,1605,3801
US,Texas,32.32743996,-98.83243566,9371,921,1873
US,Texas,31.31925973,-95.42226208,9620,306,11410
US,Alaska,32.76039258,-87.63284988,82544,841,28865
US,Arizona,33.28094866,-88.08818103,19552,308,40210
US,California,33.58839816,-92.87795984,5583,1015,2527
US,Colorado,38.02644018,-119.9525093,3469,18475,122989
US,Illinois,42.32359279,-88.82345779,17685,2490,391
US,Kansas,41.68576082,-93.05567785,49266,530,1403
US,Louisiana,37.47751843,-86.85368087,74189,963,15569
US,Mississippi,47.77372465,-96.40134647,4428,12336,2509
US,Missouri,39.06986886,-93.78076396,198143,1497,17722
US,North Carolina,43.31153794,-73.43043448,643,229,33099
US,Tennessee,44.97788119,-97.18827677,2361,2954,1041
US,Tennessee,36.27469206,-83.51254721,23871,7026,1702
US,Texas,30.7858183,-96.97718698,4350,3584,165571
US,Wisconsin,44.0816316,-88.21780273,30175,2637,2533
US,Michigan,38.45413522,-76.02752426,56554,17,9246
US,Mississippi,44.82367677,-94.27287017,1642,4044,4767
US,Missouri,32.7536828,-89.52402044,2929,13702,6390
US,New Mexico,39.58105744,-118.3394607,292848,84941,4216
US,North Carolina,42.59509207,-76.07048931,4771,990,28784
US,Ohio,46.97962541,-98.95637318,18679,1023,13531
US,Tennessee,35.80609681,-87.47643507,8175,28973,2241
US,Utah,32.74613808,-100.9162664,10046,2680,27232
US,Washington,38.61807452,-78.48797204,6902,2871,11619
US,Washington,36.71466456,-82.60171704,41679,3888,1342
Japan,Yamanashi,34.20119,131.573293,23062,434,29486
US,American Samoa,32.24767634,-87.78796182,3528,5040,8839
US,California,38.20537103,-120.552913,47135,2011,199302
US,Georgia,34.11302332,-82.83936148,17637,2595,4925
US,Georgia,30.87454847,-84.23418364,1962,6449,3327
US,Illinois,40.47289135,-90.20862357,47721,1928,752
US,Indiana,40.7457653,-84.93671406,13447,1275,3886
US,Iowa,41.64232188,-85.42674232,374914,4149,1172
US,Michigan,46.00999672,-87.86961634,7561,6163,4299
US,Mississippi,45.93705297,-93.63236823,4977,657,55516
US,Missouri,33.08747908,-89.03391385,1305,104,3916
US,Missouri,36.27167174,-90.09122243,5879,1221,1738
US,North Carolina,42.72596275,-77.77966158,1674,4509,3646
US,Texas,35.83769242,-101.8930281,6665,30280,36022
US,Virginia,36.90579348,-76.70842863,86474,1175,6819
US,West Virginia,47.35007586,-123.1863685,9150,3481,1203
US,Georgia,33.05867328,-82.41609057,2363,911,12724
US,Kansas,42.03586837,-92.9990819,5524,1110,30663
US,Louisiana,37.81474237,-84.87488475,59965,1992,10890
US,Michigan,42.58119713,-72.58602547,10374,3059,9978
US,Missouri,32.77890365,-90.39656148,2165,390,54
US,North Dakota,36.38989032,-78.97217358,21658,86273,12731
US,Oklahoma,41.3339642,-84.06830637,49546,1185,46099
US,Oregon,34.89851864,-94.70392124,15799,1396,277665
US,Pennsylvania,35.49447108,-94.75463785,15472,2636,5056
US,Pennsylvania,43.1937027,-117.6227395,42,2692,2424
US,Wisconsin,38.14901357,-82.42287994,20435,791,71618
US,Alabama,32.99642064,-87.1251146,106278,924,6618
US,Illinois,41.3533994,-90.13296166,519952,5379,8803
US,Michigan,43.98901072,-84.38774817,8546,341,10048
US,Mississippi,31.86977774,-90.44565118,3623,546,1014
US,New York,36.51072137,-106.6931674,116729,603,12732
US,Ohio,39.56021306,-83.4562016,10292,547,5031
US,South Dakota,34.39287073,-81.1195624,13983,152,6115
US,Texas,29.87788372,-96.92076062,16655,1950,18778
US,Texas,35.40081878,-100.8129222,1720,454,5391
US,Virginia,38.48199985,-77.9563087,20871,2847,2352
US,Virginia,38.73564842,-77.80647472,7824,396,11021
US,Wyoming,45.38553432,-88.033246,11194,675,13171
US,Georgia,32.73709786,-84.90538572,31518,1570,1691
US,Illinois,31.55162306,-83.85090513,8409,3073,356
US,Mississippi,32.04158545,-88.6889622,3714,1879,2487
US,Mississippi,31.63225413,-89.55389939,16982,2028,12214
US,Ohio,38.82708533,-82.31647569,23147,2914,76390
US,Tennessee,35.20772017,-88.99161161,2443,3321,3979
Colombia,Huila,1.0654,-73.2603,807,755,8525
Japan,Nagasaki,36.132134,138.045528,3705,2073,2841
US,Florida,27.18677893,-81.80941373,18925,3530,3454
US,Iowa,41.64423868,-85.00101094,133892,410,6349
US,Minnesota,46.4338914,-87.64043701,6607,9309,9243
US,Minnesota,45.56181234,-93.29487636,12983,4216,1120
US,Missouri,36.70978521,-93.82919888,4398,905,203703
US,Virginia,37.29186313,-77.29754684,5751,2472,3160
US,Wisconsin,39.30776166,-77.86014147,10387,875,3805
Brunei,,4.5353,114.7277,15377,3198,7849
Chile,Biobio,-45.9864,-73.7669,1778,690,8500
US,Indiana,40.78579374,-89.20973757,376381,37111,1726
US,Indiana,38.9091582,-86.03851889,5341,309,2825
US,Kentucky,38.45576156,-96.15275715,5953,1308,10530
US,Louisiana,36.85949479,-86.877635,11516,1291,856
US,Maryland,29.87761636,-89.51887093,13255,5516,1996
US,Michigan,39.52786077,-79.27355126,2600,1025,1341
US,Missouri,34.74023475,-88.23917219,4218,1599,1475
US,Missouri,38.83674754,-91.92186505,15406,11016,566
US,North Carolina,42.275797,-74.12384884,1213,7654,5074
US,North Carolina,34.61296243,-78.56180059,3587,1021,947
US,Washington,36.67882005,-78.36131056,2132,12538,5621
US,Wisconsin,37.73048351,-82.13338365,2596,16946,1160
US,Colorado,39.26255932,-121.3535644,906,2512,1655
US,Georgia,30.57796289,-84.61915825,7386,671,4235
US,Georgia,30.92951916,-81.66601818,1476,790,7909
US,Georgia,33.02512137,-83.56019163,8058,2226,4742
US,Maryland,31.56388699,-93.55433981,2109,216,5826
US,Missouri,32.4067041,-89.53789439,2464,444,7172
US,Missouri,34.49162015,-89.00776006,6540,1500,7941
US,North Carolina,35.70394416,-79.25541492,12741,1123,1616
US,Texas,34.06859623,-102.3516289,7009,1755,5724
US,Texas,33.67521893,-97.72500958,8238,18467,5469
San Marino,,43.9424,12.4578,10905,1024,1094
United Kingdom,Alabama,36.1408,-5.3536,13620,588,25067
US,Kansas,37.69200114,-99.88825298,2317,3565,10556
US,Kansas,38.04293782,-97.42747573,9665,10834,2669
US,Louisiana,37.3677562,-85.3329931,7809,880,5677
US,Louisiana,32.34569994,-93.05398492,1761,1807,1622
US,Minnesota,45.5021011,-92.90861945,51943,2235,6357
US,Missouri,39.6013098,-94.40465394,15884,869,2279
US,Montana,37.82462075,-92.20783203,4234,1751,84152
US,Montana,36.75000327,-93.45256475,8368,683,736
US,Texas,34.96522957,-102.6054267,2315,3450,3034
US,Texas,29.38508402,-96.93186692,10422,1184,2877
US,Virginia,37.31156958,-76.76950618,3808,936,12539
US,Virginia,36.68212094,-79.86352771,155217,1607,1860
Central African Republic,,6.6111,20.9394,1049,526,3409
US,Arkansas,35.53864922,-92.02640019,4616,723,29161
US,Georgia,33.07841647,-84.14263877,4406,1206,20962
US,Illinois,41.28569601,-88.41905692,20418,1349,2801
US,Illinois,37.78595185,-89.38232563,2733,1971,32941
US,Iowa,39.10235626,-85.26212744,4973,2195,37185
US,Louisiana,37.21425819,-87.14632053,47085,1858,7541
US,Minnesota,44.33473082,-84.61067651,31405,14885,1885
US,Missouri,39.05345619,-90.95588181,4183,5292,1829
US,New York,42.49430041,-75.60887553,59154,596,5291
US,Oklahoma,39.73508655,-82.23804971,60151,1740,632
US,Texas,35.45798777,-86.76420988,11837,996,624
US,Alabama,31.75300095,-86.68057478,3236,1978,4118
US,Colorado,39.95998787,-105.0566324,2658,2074,3242
US,Florida,40.7249637,-103.110817,8269,10843,4280
US,Georgia,31.22483255,-84.19381821,993,14118,45954
US,Kansas,38.04340344,-100.7381938,1971,1596,2171
US,Michigan,44.49952995,-70.75682123,6550,739,1290
US,Michigan,38.53961642,-76.56820632,5089,152,8467
US,Montana,39.80601912,-91.62203062,6239,2322,28702
US,Montana,38.21450288,-92.42610898,80897,8820,2020
US,Montana,37.96130078,-90.87948158,3365,1467,4955
US,Texas,29.94414155,-98.7113588,1898,467,6329
US,Kansas,41.33445101,-93.09934783,15543,766,2199
US,Minnesota,45.93348491,-95.45335469,42030,5288,3541
US,Nebraska,45.54486106,-111.1692571,3038,666,1633
US,North Carolina,43.2516977,-78.2320066,8433,4289,6743
US,North Carolina,41.71579493,-74.76394559,12419,4162,3018
US,North Dakota,34.52265624,-77.90352133,3787,4992,1855
US,Wisconsin,43.46492199,-89.33589004,6557,919,3483
Japan,Shimane,35.215827,136.138064,2728,2069,1413
US,Indiana,39.71654544,-90.20255104,11061,7758,1379
US,Kentucky,38.39184858,-97.64769869,5472,2664,3069
US,Massachusetts,46.65926321,-68.59841248,2990,2592,3345
US,North Dakota,36.36880673,-78.40670845,6755,4458,4591
US,Ohio,47.92093639,-97.45450447,2774,7294,4916
US,Colorado,39.4381191,-123.3911313,2493,1775,4593
US,Indiana,41.02078733,-87.11553319,4763,2929,35831
US,North Carolina,43.56173026,-73.8433699,5985,3061,14459
US,Ohio,40.5789686,-81.09178213,7905,994,1313
US,Oklahoma,39.49537927,-82.47991446,8864,3032,5181
US,Puerto Rico,41.23255967,-77.63785995,8312,1631,2288
US,Vermont,33.21339719,-94.96797273,59899,959,3980
US,Washington,37.06474963,-80.71229738,26445,3453,8103
US,California,35.57433534,-90.66268713,2274,3236,35987
US,Kentucky,37.46231118,-86.34248968,8462,2633,36307
US,Louisiana,37.45475628,-84.6565327,3768,890,2883
US,New York,32.18179341,-107.7508826,6277,2252,1388
US,North Carolina,41.42630093,-73.74965532,14613,3196,195
US,Oregon,35.37235506,-95.66599306,63903,2129,5150
US,Oregon,36.83532655,-94.81011909,65439,606,25614
US,Texas,36.34117832,-85.28989535,5109,8957,3486
US,Texas,36.29896232,-88.71990865,2274,2146,994
US,West Virginia,48.54855019,-119.7387224,298,390,1893
US,Wisconsin,44.73483377,-90.61207486,9067,2064,14546
US,Colorado,38.50735751,-122.332839,44433,1036,1505
US,Hawaii,31.35928155,-82.21598442,5908,1202,9524
US,Illinois,20.86399628,-156.5689097,1763,2435,11225
US,Illinois,41.40385234,-89.5283051,3500,1240,12795
US,Indiana,38.05095369,-89.82512254,25403,2414,2371
US,Indiana,39.03630547,-86.96223202,2529,2026,4315
US,Indiana,38.19467379,-86.10948271,18275,1596,17850
US,Kansas,37.50675523,-94.85245778,21124,759,5280
US,Kentucky,36.89225732,-83.85403396,21402,0,5785
US,North Carolina,36.30337451,-78.65184241,4327,2865,11804
US,Ohio,39.33425634,-82.04278644,7419,1012,16239
US,Oregon,34.70418038,-97.30811132,32819,2773,4557
US,Oregon,35.01123903,-97.44572302,8467,4322,7144
US,Pennsylvania,35.16478725,-96.61686741,10134,1698,7507
US,South Dakota,45.58994323,-98.35165355,20628,789,1939
US,West Virginia,38.90847745,-78.20280433,30406,533,6976
US,,41.65943896,-108.8827882,8395,1854,4056
US,Georgia,31.74847232,-82.28909114,11666,1014,1937
US,Illinois,38.60704876,-89.42385254,13284,2133,7463
US,Indiana,38.27594376,-90.17761038,3535,1629,7142
US,Indiana,39.14647946,-84.97333539,12336,1109,10101
US,Pennsylvania,34.72959848,-96.68337199,6920,260,2203
US,Tennessee,35.19732531,-88.18593755,3469,1824,6146
US,Texas,35.84006574,-101.3546643,13234,1819,7484
US,Donetsk Oblast,45.46130348,-92.44182875,12184,776,5435
US,Arkansas,33.72854224,-113.9810029,17411,845,1151
US,Kansas,40.64181461,-91.48183025,3622,1203,24292
US,Minnesota,44.40849741,-92.7234195,12212,961,4983
US,Missouri,33.60192578,-90.58882684,12330,13498,666
US,Texas,35.12997174,-85.62265895,9928,6068,4896
US,Texas,33.63979567,-97.21240912,1796,2850,2784
US,Texas,32.23602653,-98.21773417,45167,553,3760
US,Washington,37.20530399,-77.39368102,7639,3817,4519
US,Wisconsin,38.84263974,-81.68148753,1126,3183,2412
United Kingdom,Alabama,32.3078,-64.7505,8308,6503,5000
US,Colorado,39.30394768,-120.7627281,4863,661,5212
US,Georgia,34.47197698,-85.34535662,6514,379,4113
US,Georgia,30.87967778,-84.57619536,6689,5631,1793
US,Indiana,42.04165196,-89.32184679,3747,529,0
US,Indiana,39.63684962,-85.17797541,8554,337,6804
US,Iowa,40.92012606,-91.18326592,8743,5580,2298
US,Kentucky,38.54332505,-82.9215658,7465,376,7174
US,Louisiana,37.80335779,-85.4657193,2984,6339,7739
US,Montana,36.85571651,-89.9444155,0,1272,4479
US,North Dakota,35.33155144,-79.90416657,11227,7668,2157
US,North Dakota,36.26723798,-76.25134778,4447,1502,1172
US,North Dakota,34.8386299,-79.4757978,12272,1731,3278
US,Ohio,40.05026529,-81.49248905,12113,362,2674
US,Oklahoma,39.89381073,-83.40178317,6734,707,4938
US,Texas,30.54579585,-95.98902499,3887,470,4144
US,Lviv Oblast,44.78902246,-88.76443896,1924,784,3506
Canada,Nunavut,44.682,-63.7443,6354,710,975
US,Alaska,34.44235334,-87.84289505,4748,631,4449
US,Arizona,31.80396383,-85.9408295,9655,2096,4936
US,Arkansas,34.15030532,-87.37325922,6567,6656,2026
US,Georgia,31.76095874,-83.22145359,5557,689,2764
US,Georgia,34.57286511,-84.00425681,1791,614,3044
US,Kansas,38.88503636,-95.2925121,6711,19064,2014
US,Michigan,41.91522292,-85.99405727,7783,689,28589
US,Minnesota,47.97373527,-94.93732139,3298,637,16413
US,Mississippi,33.77036166,-89.80245083,4327,1453,7403
US,Pennsylvania,44.90322804,-123.4128888,5263,435,1358
US,Texas,31.5454767,-96.58095444,3172,328,8665
US,Texas,32.1639596,-94.30552481,51887,623,7054
US,Indiana,39.30712658,-85.50087166,29143,2343,13920
US,Kansas,41.33559454,-93.56007641,12042,411,1709
US,Kentucky,37.87119786,-84.58252003,2020,23679,1183
US,Louisiana,38.39791089,-85.448222,14060,10125,17537
US,Minnesota,44.35486835,-83.63484895,10705,15317,2106
US,Missouri,34.27993475,-88.3606733,22819,3250,1289
US,North Dakota,36.06092947,-79.12167935,2632,30472,14933
US,Ohio,40.13923427,-83.76875242,1691,151,1279
US,Wisconsin,39.46770987,-79.66712803,29536,2515,18853
US,California,34.31709259,-92.95396325,3633,2092,3602
US,Illinois,46.32638236,-116.7500975,1970,2346,14748
US,Illinois,39.05935711,-88.58969584,24526,549,3252
US,Iowa,38.78576239,-85.43633383,1871,3561,4140
US,Massachusetts,32.83121059,-92.3749373,32660,409,1005
US,Minnesota,46.89289518,-96.48761922,5649,1050,2700
US,Mississippi,34.22772299,-90.60415045,23272,932,1301
US,Missouri,34.226046,-89.03636807,4665,1215,1738
US,South Dakota,34.68835752,-81.61730349,6415,469,2350
US,Virginia,36.73066666,-80.73455942,1772,2360,1952
US,Georgia,29.45933576,-81.31508595,4630,1683,4903
US,Kentucky,38.2379395,-84.87962551,1990,133,17349
US,Michigan,45.03477666,-83.62212411,2519,2044,2545
US,Minnesota,47.51009045,-93.63092229,3881,1139,1693
US,Missouri,38.74719601,-93.80691168,3019,1510,48930
US,Puerto Rico,41.80938602,-78.56478358,9423,522,1890
US,Tennessee,36.33160906,-88.30121797,30652,504,1483
US,Utah,31.79211404,-94.14550696,3981,1458,4053
US,Virginia,26.47411727,-97.61535848,2626,1624,1359
US,West Virginia,48.40035475,-117.8542701,83287,3505,809
US,West Virginia,46.23040051,-118.4775539,3041,2286,1658
US,Cherkasy Oblast,45.70677897,-89.51944105,2374,542,6551
US,Hawaii,32.56934316,-83.82937,6906,1206,1631
US,Indiana,40.89188292,-88.55784752,2350,382,67892
US,Maine,32.05457447,-93.74130302,1299,1285,24952
US,Mississippi,34.88084463,-88.57996173,2876,1862,39372
US,Missouri,31.23132643,-89.8209217,10780,4100,8654
US,Oklahoma,40.54043046,-84.62912742,2597,2525,76832
US,Texas,35.92929884,-85.45591799,117800,1285,733
US,Kansas,41.67169354,-91.58754744,39777,2467,6050
US,Kentucky,37.62680923,-84.8633779,66235,1842,5812
US,Oklahoma,39.01914254,-82.6181856,14356,2571,5820
US,Virginia,38.43542574,-78.87536254,136584,200,2000
US,Washington,38.41758738,-77.45917053,1164,667,11380
US,Wisconsin,45.42372701,-91.84833627,9446,1611,2033
US,Odessa Oblast,45.03437474,-92.45000068,9026,1140,2856
Japan,Tokushima,36.689912,139.819213,9093,225,2672
US,Arkansas,64.80726247,-146.5692662,3278,678,2657
US,Colorado,39.10124298,-122.7536244,18073,2033,1178
US,Idaho,32.04785085,-82.05539188,3032,203,6160
US,Missouri,31.91282117,-89.91716179,4374,230,3978
US,Nevada,40.87257079,-98.50218293,4203,3345,536
US,North Carolina,42.91653905,-75.67266639,4182,410,4554
US,Texas,36.53157855,-86.00778595,1917,299,2519
US,Virginia,38.02080697,-78.55481085,9563,27407,2979
US,,44.52157546,-109.5852825,6085,465,1648
Japan,Miyazaki,38.446859,140.927086,879,6616,1797
US,Florida,37.9014485,-103.7173385,6892,69480,3090
US,Georgia,34.86430205,-84.316964,4300,17610,3541
US,Iowa,40.15734772,-85.01139319,4265,1430,8625
US,Iowa,40.72934187,-85.22132966,2473,2027,4141
US,Maryland,32.81686191,-91.80421614,3013,1645,1562
US,Mississippi,45.1526059,-95.00586446,4818,661,2458
US,Nebraska,45.90018933,-112.6620092,5876,3827,1350
US,North Carolina,44.04200959,-75.94653457,13487,1363,2201
US,Oklahoma,33.96472458,-96.25903472,7165,36960,3696
US,Oregon,35.70270942,-96.8812462,2374,1100,8485
US,Tennessee,35.65581134,-88.38600175,3674,1667,7480
Antigua and Barbuda,,17.0608,-61.7964,2000,1798,3196
US,Georgia,31.92289565,-83.76811843,3592,670,7293
US,Iowa,38.68861576,-87.4194665,6172,2462,5869
US,Kansas,41.48370744,-91.1121697,14581,122,5880
US,Louisiana,30.65385745,-92.82442028,12613,1096,776
US,Maryland,32.6003154,-92.6659741,5099,769,1875
US,Montana,37.2813734,-92.876329,12525,2050,4298
US,North Carolina,35.9223796,-81.17751948,9693,603,3769
US,North Dakota,35.47623147,-79.17569362,10581,294,851
US,North Dakota,35.48508185,-81.21740317,1165,682,2160
US,West Virginia,36.91582035,-81.07834059,2878,135,4696
US,Wisconsin,37.9463652,-80.45335881,7013,6634,552
US,Iowa,41.68560356,-94.04127625,6068,371,514
US,Kentucky,36.73355174,-83.67766671,1357,987,8036
US,Missouri,34.65133709,-89.94485778,3126,138,1197
US,New York,42.91261714,-76.55731592,7131,926,1136
US,North Dakota,36.4017975,-80.23893369,868,847,66608
US,South Dakota,34.39007791,-79.37741872,818,268,1442
US,Virginia,29.35739637,-99.76229172,13441,860,13760
US,Washington,37.17746986,-80.37868691,1890,8854,154468
Spain,Unknown,35.2923,-2.9381,2008,9313,38978
US,Georgia,33.04163534,-84.68859732,116729,72,2763
US,Indiana,39.26119767,-89.92424028,2534,1324,4812
US,Indiana,38.30393723,-87.58054938,22913,43,4423
US,Iowa,41.89981633,-90.53275096,286243,162,1346
US,Kentucky,38.94384345,-84.37875208,74028,1639,10027
US,North Carolina,42.24819348,-73.63089095,4669,777,3533
US,West Virginia,37.12191123,-81.56685568,7051,77,0
Timor-Leste,,-8.874217,125.727539,6821,1471,3587
US,Colorado,40.69923009,-123.876044,1945,4859,6037
US,Indiana,41.39804622,-84.99906934,15797,101,4489
US,Minnesota,43.83353985,-83.04078453,5535,1089,1837
US,Oklahoma,40.8554138,-84.591117,0,509,6544
US,Pennsylvania,43.17406868,-124.0594514,5999,143,318
Sierra Leone,,8.460555,-11.779889,9727,111,2904
US,Connecticut,38.86246243,-107.8631342,6930,177,1611
US,Indiana,38.70186039,-87.07185406,2860,6385,3460
US,Indiana,40.82907273,-85.48822092,10184,264,1444
US,Iowa,40.76940965,-86.04525048,550,876,1014
US,Oklahoma,41.53781826,-83.0940185,4518,10,1613
US,Georgia,34.89872298,-85.13757014,2443,426,208
US,Idaho,34.55151201,-83.29405315,5681,387,17154
US,Indiana,42.35129217,-89.662598,2567,102,799
US,New Mexico,41.14531606,-115.3577619,1510,788,2434
US,Ohio,38.84541072,-83.4718964,2418,124,313
US,South Dakota,34.69249168,-81.1583216,288,2156,1880
US,Wisconsin,40.51943859,-80.57461608,29484,875,1698
Tajikistan,,38.861,71.2761,1314,1390,562
US,Georgia,33.2830945,-83.9543504,3487,1027,1904
US,Mississippi,31.47669768,-91.35326037,477,440,21480
US,Tennessee,35.97366108,-88.45189331,2740,357,23514
US,Wyoming,45.33737523,-89.73411273,3186,3033,167
US,Hawaii,34.46589159,-84.46406611,787,543,2505
US,Idaho,32.96711864,-82.79357039,2894,314,122
US,Kentucky,37.19236568,-95.74329258,33372,312,409
US,Oklahoma,35.90692775,-94.99980896,40672,673,3437
US,Georgia,30.61037141,-81.80297522,250,43,1954
US,Illinois,41.59081014,-88.42869583,4645,0,165
US,North Carolina,43.15494365,-77.02976528,168,644,4830
US,North Carolina,35.91230639,-77.59436892,658,141,12700
US,Ohio,40.66015414,-83.65929931,5343,113,268
US,Oregon,35.91899576,-97.44352845,3098,13847,3659
US,Oregon,36.07695283,-96.97584944,279,2297,1444
US,Puerto Rico,40.77129231,-77.06840691,8174,427,317
US,Virginia,36.76654925,-78.93512622,21544,18,281
US,Wyoming,42.8671731,-90.7063218,523,26,764
US,Kansas,42.42853483,-94.17987389,5557,16,18124
US,Maryland,29.90709658,-90.35555967,2364,421,767
US,Nebraska,46.08520862,-114.1189164,446,784,2822
US,Tennessee,36.40355516,-84.1510856,585,162,27
US,Texas,35.60536161,-84.93076643,1345,209,881
US,Virginia,39.37231946,-111.5758676,33236,4329,849
India,Andhra Pradesh,11.225999,92.968178,1088,521,287
Sweden,Norrbotten,63.1712,14.9592,5068,717,1473
US,California,34.48254879,-94.22728802,42,1762,196
US,Florida,40.2627981,-103.8093302,1136,549,5518
US,Kentucky,38.36176608,-82.68652187,1454,369,2038
US,Louisiana,38.21476019,-85.194223,414,251,2358
US,Louisiana,30.64836518,-93.34173616,2178,758,1781
US,Maine,30.25734305,-91.3499598,291,552,1633
US,Minnesota,43.554374,-85.80070107,8268,1447,563
US,Virginia,36.99536167,-79.88023649,2955,824,6375
US,Wisconsin,40.0955451,-80.62203992,3899,639,1248
US,Illinois,37.99189086,-88.92567818,3092,3505,610
US,Indiana,40.0509304,-86.46841646,2395,547,943
US,Iowa,40.84704239,-85.79328272,890,2476,1015
US,Michigan,38.21274277,-75.33200012,9739,70,115
US,Texas,35.13738622,-86.58910106,1712,490,0
US,Texas,32.75310985,-98.31319001,902,3798,1402
US,Ivano-Frankivsk Oblast,44.47558711,-89.50152965,1518,53581,277
US,Channel Islands,44.24886082,-105.5474404,1394,102,179
Spain,Madrid,35.8894,-5.3213,147,409,32133
US,Georgia,33.79602175,-85.21005667,0,210,4835
US,Kansas,37.23781842,-96.83776647,2087,153,851
US,Louisiana,37.25023553,-83.22922731,454,363,29
US,Michigan,42.59513984,-85.30834519,245,1839,71
US,Michigan,43.98794227,-84.8481986,50152,92,54
US,Montana,38.72798918,-93.28471706,7441,127,847
US,New Jersey,41.11314181,-96.11156432,1242,159,1723
US,Ohio,46.71681782,-101.2822377,34,23,308
US,South Dakota,33.62190129,-79.72767442,99,178,413
US,Chernivtsi Oblast,43.38352225,-87.94625009,76,5829,9069
US,Arizona,34.13697363,-87.88704173,1223,711,964
US,Idaho,34.82995757,-83.98967069,2429,179,1385
US,Iowa,40.04034823,-86.89335024,451,55,4321
US,Mississippi,30.41830223,-89.48851033,621,176,1136
US,North Carolina,43.11363907,-74.41798804,13655,675,653
US,Kentucky,37.79344553,-87.57392021,1467,47,465
US,Maine,30.26896765,-92.81210004,2212,470,1525
US,Missouri,36.71462476,-90.40421163,6985,555,1150
US,Oregon,36.30179091,-95.23175116,1699,543,2063
US,Puerto Rico,40.96188846,-77.05996014,880,583,1444
US,Texas,27.42435506,-97.69894948,619,589,1645
US,Wisconsin,39.86064362,-80.66591062,2294,38,5137
Japan,Iwate,36.769464,136.771027,1674,341,1152
Seychelles,,-4.6796,55.492,2890,677,4311
US,California,36.1173546,-90.55832668,1985,22626,257
US,Michigan,,,2292,3026,886
US,Montana,37.05588075,-89.56474493,7678,69,7381
US,Ohio,39.41485808,-83.80852286,1488,36,103128
US,Oklahoma,35.63853802,-99.00170785,5733,3778,278
US,Tennessee,35.19615831,-89.41399032,344,21,813
US,Texas,30.78801353,-98.181887,1360,582,357
US,West Virginia,47.87046092,-120.6173956,11408,408,449
South Sudan,Baleares,6.877,31.307,171538,349,838
US,Georgia,31.82588896,-81.49251135,375,481,2844
US,Idaho,34.64624278,-83.74905525,1267,299,266
US,Michigan,45.9048491,-86.9080745,484,1014,312
US,New York,34.57421077,-103.3468876,604,160,294
US,Oklahoma,41.02094889,-84.1336111,1251,230,90
US,Virginia,30.21498498,-96.40946246,4304,746,319
Japan,Kyoto,32.608154,130.745231,454,538,11453
Japan,Okinawa,34.89246,133.826252,466,3517,1592
Malaysia,Pulau Pinang,6.4449,100.2048,420,348,338
Sweden,Halland,56.2784,15.018,108,953,93
US,Alaska,34.52041498,-87.31069453,452,519,438
US,Georgia,32.17265114,-83.16948926,18540,99,1603
US,Illinois,43.2167288,-112.3978437,2647,1743,98
US,Iowa,41.39672484,-85.41966713,383,15923,866
US,Missouri,31.53288662,-90.45391915,107,1795,1007
US,Ohio,40.30096166,-81.91729018,598,3041,767
US,Texas,28.41761668,-97.74215593,2472,1156,965
US,Alaska,31.09389027,-85.83572839,124,385,1166
US,Iowa,43.08177563,-93.2612239,1291,151,100
US,New Mexico,39.01777974,-119.1870479,1405,27,617
US,New York,42.25748406,-78.02750466,914,317,1318
US,Ohio,41.32398837,-84.49076944,1346,382,50996
US,Oklahoma,35.17364557,-98.37534464,1753,46,6476
US,South Dakota,33.66610974,-80.21647898,131,706,120
US,Wisconsin,39.41561583,-78.94104895,809,1257,71
US,Indiana,40.76135835,-86.34830753,1900,249,7068
US,Oklahoma,41.56052014,-84.58429552,90921,1638,57
US,Virginia,44.46322849,-73.08359212,10273,883,1289
US,Colorado,40.12570935,-122.2370171,160,273,946
US,Kentucky,36.72292505,-88.65143315,92,28,615
US,Maryland,31.72321584,-93.09816516,11045,1249,1143
US,Minnesota,46.48096553,-94.06755609,74,5016,736
US,Mississippi,44.00374114,-92.40209944,1948,1381,2474
US,Missouri,37.10626634,-93.83293097,1301,171850,323
US,North Carolina,35.48531943,-76.84325809,853,1974,421
US,North Dakota,35.67736232,-82.0482425,1531,3896,1759
US,Oregon,34.11664328,-94.77222373,1076,32,992
US,Oregon,36.62888819,-96.39635704,3752,30,6434
US,Washington,36.84455636,-81.53344948,493,813,900
